Variable,Year,Value,RSE,State,Industry
Sheep flock at 30 June (no.),1999,3649,11,Western Australia,Mixed
Beef bulls at 30 June (no.),1999,3,85,Western Australia,Sheep
Beef calves at 30 June (no.),1999,33,58,Western Australia,Sheep
Beef cows at 30 June (no.),1999,43,54,Western Australia,Sheep
Dairy cattle at June 30 (no.),1999,0,,Western Australia,Sheep
Lambs at 30 June (no.),1999,818,23,Western Australia,Sheep
Sheep flock at 30 June (no.),1999,4409,19,Western Australia,Sheep
Beef bulls at 30 June (no.),1999,6,25,Western Australia,Sheep-Beef
Beef calves at 30 June (no.),1999,72,36,Western Australia,Sheep-Beef
Beef cows at 30 June (no.),1999,173,20,Western Australia,Sheep-Beef
Dairy cattle at June 30 (no.),1999,0,,Western Australia,Sheep-Beef
Lambs at 30 June (no.),1999,443,50,Western Australia,Sheep-Beef
Sheep flock at 30 June (no.),1999,2374,37,Western Australia,Sheep-Beef
Beef bulls at 30 June (no.),2000,3,9,New South Wales,All Broadacre
Beef calves at 30 June (no.),2000,65,10,New South Wales,All Broadacre
Beef cows at 30 June (no.),2000,92,9,New South Wales,All Broadacre
Dairy cattle at June 30 (no.),2000,0,79,New South Wales,All Broadacre
Lambs at 30 June (no.),2000,460,7,New South Wales,All Broadacre
Sheep flock at 30 June (no.),2000,1731,6,New South Wales,All Broadacre
Beef bulls at 30 June (no.),2000,6,10,New South Wales,Beef
Beef calves at 30 June (no.),2000,106,11,New South Wales,Beef
Beef cows at 30 June (no.),2000,157,9,New South Wales,Beef
Dairy cattle at June 30 (no.),2000,0,,New South Wales,Beef
Lambs at 30 June (no.),2000,22,71,New South Wales,Beef
Sheep flock at 30 June (no.),2000,52,55,New South Wales,Beef
Beef bulls at 30 June (no.),2000,3,38,New South Wales,Cropping
Beef calves at 30 June (no.),2000,64,42,New South Wales,Cropping
Beef cows at 30 June (no.),2000,81,44,New South Wales,Cropping
Dairy cattle at June 30 (no.),2000,0,,New South Wales,Cropping
Lambs at 30 June (no.),2000,387,16,New South Wales,Cropping
Sheep flock at 30 June (no.),2000,1229,11,New South Wales,Cropping
Dairy cattle at June 30 (no.),2000,253,5,New South Wales,Dairy
Dairy cows at 30 June (no.),2000,152,5,New South Wales,Dairy
Beef bulls at 30 June (no.),2000,3,19,New South Wales,Mixed
Beef calves at 30 June (no.),2000,62,21,New South Wales,Mixed
Beef cows at 30 June (no.),2000,77,18,New South Wales,Mixed
Dairy cattle at June 30 (no.),2000,1,77,New South Wales,Mixed
Lambs at 30 June (no.),2000,648,12,New South Wales,Mixed
Sheep flock at 30 June (no.),2000,1945,11,New South Wales,Mixed
Beef bulls at 30 June (no.),2000,1,26,New South Wales,Sheep
Beef calves at 30 June (no.),2000,20,29,New South Wales,Sheep
Beef cows at 30 June (no.),2000,34,26,New South Wales,Sheep
Dairy cattle at June 30 (no.),2000,0,,New South Wales,Sheep
Lambs at 30 June (no.),2000,726,11,New South Wales,Sheep
Sheep flock at 30 June (no.),2000,3519,10,New South Wales,Sheep
Beef bulls at 30 June (no.),2000,3,18,New South Wales,Sheep-Beef
Beef calves at 30 June (no.),2000,75,18,New South Wales,Sheep-Beef
Beef cows at 30 June (no.),2000,115,13,New South Wales,Sheep-Beef
Dairy cattle at June 30 (no.),2000,0,,New South Wales,Sheep-Beef
Lambs at 30 June (no.),2000,430,18,New South Wales,Sheep-Beef
Sheep flock at 30 June (no.),2000,1800,16,New South Wales,Sheep-Beef
Beef bulls at 30 June (no.),2000,230,20,Northern Territory,All Broadacre
Beef calves at 30 June (no.),2000,1503,20,Northern Territory,All Broadacre
Beef cows at 30 June (no.),2000,3920,30,Northern Territory,All Broadacre
Dairy cattle at June 30 (no.),2000,0,,Northern Territory,All Broadacre
Lambs at 30 June (no.),2000,0,,Northern Territory,All Broadacre
Sheep flock at 30 June (no.),2000,0,,Northern Territory,All Broadacre
Beef bulls at 30 June (no.),2000,230,20,Northern Territory,Beef
Beef calves at 30 June (no.),2000,1503,20,Northern Territory,Beef
Beef cows at 30 June (no.),2000,3920,30,Northern Territory,Beef
Dairy cattle at June 30 (no.),2000,0,,Northern Territory,Beef
Lambs at 30 June (no.),2000,0,,Northern Territory,Beef
Sheep flock at 30 June (no.),2000,0,,Northern Territory,Beef
Beef bulls at 30 June (no.),2000,19,10,Queensland,All Broadacre
Beef calves at 30 June (no.),2000,200,9,Queensland,All Broadacre
Beef cows at 30 June (no.),2000,355,8,Queensland,All Broadacre
Dairy cattle at June 30 (no.),2000,0,,Queensland,All Broadacre
Lambs at 30 June (no.),2000,106,16,Queensland,All Broadacre
Sheep flock at 30 June (no.),2000,709,8,Queensland,All Broadacre
Beef bulls at 30 June (no.),2000,29,11,Queensland,Beef
Beef calves at 30 June (no.),2000,298,10,Queensland,Beef
Beef cows at 30 June (no.),2000,515,9,Queensland,Beef
Dairy cattle at June 30 (no.),2000,0,,Queensland,Beef
Lambs at 30 June (no.),2000,4,143,Queensland,Beef
Sheep flock at 30 June (no.),2000,28,118,Queensland,Beef
Beef bulls at 30 June (no.),2000,2,51,Queensland,Cropping
Beef calves at 30 June (no.),2000,43,58,Queensland,Cropping
Beef cows at 30 June (no.),2000,56,50,Queensland,Cropping
Dairy cattle at June 30 (no.),2000,0,,Queensland,Cropping
Lambs at 30 June (no.),2000,63,57,Queensland,Cropping
Sheep flock at 30 June (no.),2000,137,56,Queensland,Cropping
Dairy cattle at June 30 (no.),2000,189,6,Queensland,Dairy
Dairy cows at 30 June (no.),2000,114,6,Queensland,Dairy
Beef bulls at 30 June (no.),2000,7,32,Queensland,Mixed
Beef calves at 30 June (no.),2000,80,19,Queensland,Mixed
Beef cows at 30 June (no.),2000,140,18,Queensland,Mixed
Dairy cattle at June 30 (no.),2000,0,,Queensland,Mixed
Lambs at 30 June (no.),2000,8,69,Queensland,Mixed
Sheep flock at 30 June (no.),2000,37,65,Queensland,Mixed
Beef bulls at 30 June (no.),2000,2,27,Queensland,Sheep
Beef calves at 30 June (no.),2000,35,27,Queensland,Sheep
Beef cows at 30 June (no.),2000,71,23,Queensland,Sheep
Dairy cattle at June 30 (no.),2000,0,,Queensland,Sheep
Lambs at 30 June (no.),2000,872,13,Queensland,Sheep
Sheep flock at 30 June (no.),2000,5353,13,Queensland,Sheep
Beef bulls at 30 June (no.),2000,25,37,Queensland,Sheep-Beef
Beef calves at 30 June (no.),2000,237,27,Queensland,Sheep-Beef
Beef cows at 30 June (no.),2000,574,33,Queensland,Sheep-Beef
Dairy cattle at June 30 (no.),2000,0,,Queensland,Sheep-Beef
Lambs at 30 June (no.),2000,633,36,Queensland,Sheep-Beef
Sheep flock at 30 June (no.),2000,5229,13,Queensland,Sheep-Beef
Beef bulls at 30 June (no.),2000,2,21,South Australia,All Broadacre
Beef calves at 30 June (no.),2000,31,19,South Australia,All Broadacre
Beef cows at 30 June (no.),2000,51,17,South Australia,All Broadacre
Dairy cattle at June 30 (no.),2000,2,77,South Australia,All Broadacre
Lambs at 30 June (no.),2000,471,14,South Australia,All Broadacre
Sheep flock at 30 June (no.),2000,1553,9,South Australia,All Broadacre
Beef bulls at 30 June (no.),2000,10,94,South Australia,Beef
Beef calves at 30 June (no.),2000,96,100,South Australia,Beef
Beef cows at 30 June (no.),2000,184,162,South Australia,Beef
Dairy cattle at June 30 (no.),2000,0,,South Australia,Beef
Lambs at 30 June (no.),2000,34,62,South Australia,Beef
Sheep flock at 30 June (no.),2000,220,54,South Australia,Beef
Beef bulls at 30 June (no.),2000,0,29,South Australia,Cropping
Beef calves at 30 June (no.),2000,6,35,South Australia,Cropping
Beef cows at 30 June (no.),2000,9,29,South Australia,Cropping
Dairy cattle at June 30 (no.),2000,2,101,South Australia,Cropping
Lambs at 30 June (no.),2000,283,16,South Australia,Cropping
Sheep flock at 30 June (no.),2000,822,15,South Australia,Cropping
Dairy cattle at June 30 (no.),2000,254,7,South Australia,Dairy
Dairy cows at 30 June (no.),2000,156,7,South Australia,Dairy
Beef bulls at 30 June (no.),2000,1,81,South Australia,Mixed
Beef calves at 30 June (no.),2000,8,49,South Australia,Mixed
Beef cows at 30 June (no.),2000,20,72,South Australia,Mixed
Dairy cattle at June 30 (no.),2000,3,121,South Australia,Mixed
Lambs at 30 June (no.),2000,551,16,South Australia,Mixed
Sheep flock at 30 June (no.),2000,1656,15,South Australia,Mixed
Beef bulls at 30 June (no.),2000,3,54,South Australia,Sheep
Beef calves at 30 June (no.),2000,60,69,South Australia,Sheep
Beef cows at 30 June (no.),2000,79,58,South Australia,Sheep
Dairy cattle at June 30 (no.),2000,0,,South Australia,Sheep
Lambs at 30 June (no.),2000,1117,39,South Australia,Sheep
Sheep flock at 30 June (no.),2000,4106,23,South Australia,Sheep
Beef bulls at 30 June (no.),2000,13,46,South Australia,Sheep-Beef
Beef calves at 30 June (no.),2000,162,20,South Australia,Sheep-Beef
Beef cows at 30 June (no.),2000,249,21,South Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2000,0,,South Australia,Sheep-Beef
Lambs at 30 June (no.),2000,862,35,South Australia,Sheep-Beef
Sheep flock at 30 June (no.),2000,3374,22,South Australia,Sheep-Beef
Beef bulls at 30 June (no.),2000,5,14,Tasmania,All Broadacre
Beef calves at 30 June (no.),2000,39,16,Tasmania,All Broadacre
Beef cows at 30 June (no.),2000,97,11,Tasmania,All Broadacre
Dairy cattle at June 30 (no.),2000,0,,Tasmania,All Broadacre
Lambs at 30 June (no.),2000,491,14,Tasmania,All Broadacre
Sheep flock at 30 June (no.),2000,2262,16,Tasmania,All Broadacre
Beef bulls at 30 June (no.),2000,7,20,Tasmania,Beef
Beef calves at 30 June (no.),2000,84,20,Tasmania,Beef
Beef cows at 30 June (no.),2000,174,16,Tasmania,Beef
Dairy cattle at June 30 (no.),2000,0,,Tasmania,Beef
Lambs at 30 June (no.),2000,1,138,Tasmania,Beef
Sheep flock at 30 June (no.),2000,50,107,Tasmania,Beef
Dairy cattle at June 30 (no.),2000,295,8,Tasmania,Dairy
Dairy cows at 30 June (no.),2000,186,7,Tasmania,Dairy
Beef bulls at 30 June (no.),2000,3,42,Tasmania,Sheep
Beef calves at 30 June (no.),2000,16,41,Tasmania,Sheep
Beef cows at 30 June (no.),2000,51,39,Tasmania,Sheep
Dairy cattle at June 30 (no.),2000,0,,Tasmania,Sheep
Lambs at 30 June (no.),2000,1225,17,Tasmania,Sheep
Sheep flock at 30 June (no.),2000,5543,21,Tasmania,Sheep
Beef bulls at 30 June (no.),2000,6,31,Tasmania,Sheep-Beef
Beef calves at 30 June (no.),2000,27,39,Tasmania,Sheep-Beef
Beef cows at 30 June (no.),2000,112,19,Tasmania,Sheep-Beef
Dairy cattle at June 30 (no.),2000,0,,Tasmania,Sheep-Beef
Lambs at 30 June (no.),2000,352,37,Tasmania,Sheep-Beef
Sheep flock at 30 June (no.),2000,1812,21,Tasmania,Sheep-Beef
Beef bulls at 30 June (no.),2000,3,27,Victoria,All Broadacre
Beef calves at 30 June (no.),2000,31,15,Victoria,All Broadacre
Beef cows at 30 June (no.),2000,50,9,Victoria,All Broadacre
Dairy cattle at June 30 (no.),2000,0,139,Victoria,All Broadacre
Lambs at 30 June (no.),2000,294,11,Victoria,All Broadacre
Sheep flock at 30 June (no.),2000,1304,8,Victoria,All Broadacre
Beef bulls at 30 June (no.),2000,4,14,Victoria,Beef
Beef calves at 30 June (no.),2000,68,18,Victoria,Beef
Beef cows at 30 June (no.),2000,110,11,Victoria,Beef
Dairy cattle at June 30 (no.),2000,0,133,Victoria,Beef
Lambs at 30 June (no.),2000,26,62,Victoria,Beef
Sheep flock at 30 June (no.),2000,75,52,Victoria,Beef
Beef bulls at 30 June (no.),2000,0,55,Victoria,Cropping
Beef calves at 30 June (no.),2000,2,62,Victoria,Cropping
Beef cows at 30 June (no.),2000,4,55,Victoria,Cropping
Dairy cattle at June 30 (no.),2000,0,,Victoria,Cropping
Lambs at 30 June (no.),2000,142,28,Victoria,Cropping
Sheep flock at 30 June (no.),2000,471,17,Victoria,Cropping
Dairy cattle at June 30 (no.),2000,264,4,Victoria,Dairy
Dairy cows at 30 June (no.),2000,177,5,Victoria,Dairy
Beef bulls at 30 June (no.),2000,1,38,Victoria,Mixed
Beef calves at 30 June (no.),2000,8,34,Victoria,Mixed
Beef cows at 30 June (no.),2000,12,29,Victoria,Mixed
Dairy cattle at June 30 (no.),2000,0,,Victoria,Mixed
Lambs at 30 June (no.),2000,445,27,Victoria,Mixed
Sheep flock at 30 June (no.),2000,1666,22,Victoria,Mixed
Beef bulls at 30 June (no.),2000,4,76,Victoria,Sheep
Beef calves at 30 June (no.),2000,9,28,Victoria,Sheep
Beef cows at 30 June (no.),2000,15,28,Victoria,Sheep
Dairy cattle at June 30 (no.),2000,0,,Victoria,Sheep
Lambs at 30 June (no.),2000,589,13,Victoria,Sheep
Sheep flock at 30 June (no.),2000,3111,9,Victoria,Sheep
Beef bulls at 30 June (no.),2000,4,22,Victoria,Sheep-Beef
Beef calves at 30 June (no.),2000,66,29,Victoria,Sheep-Beef
Beef cows at 30 June (no.),2000,103,18,Victoria,Sheep-Beef
Dairy cattle at June 30 (no.),2000,0,,Victoria,Sheep-Beef
Lambs at 30 June (no.),2000,359,25,Victoria,Sheep-Beef
Sheep flock at 30 June (no.),2000,1591,16,Victoria,Sheep-Beef
Beef bulls at 30 June (no.),2000,6,30,Western Australia,All Broadacre
Beef calves at 30 June (no.),2000,54,26,Western Australia,All Broadacre
Beef cows at 30 June (no.),2000,90,26,Western Australia,All Broadacre
Dairy cattle at June 30 (no.),2000,0,,Western Australia,All Broadacre
Lambs at 30 June (no.),2000,755,15,Western Australia,All Broadacre
Sheep flock at 30 June (no.),2000,2761,11,Western Australia,All Broadacre
Beef bulls at 30 June (no.),2000,26,40,Western Australia,Beef
Beef calves at 30 June (no.),2000,248,36,Western Australia,Beef
Beef cows at 30 June (no.),2000,437,36,Western Australia,Beef
Dairy cattle at June 30 (no.),2000,0,,Western Australia,Beef
Lambs at 30 June (no.),2000,18,84,Western Australia,Beef
Sheep flock at 30 June (no.),2000,123,91,Western Australia,Beef
Beef bulls at 30 June (no.),2000,0,,Western Australia,Cropping
Beef calves at 30 June (no.),2000,0,,Western Australia,Cropping
Beef cows at 30 June (no.),2000,0,,Western Australia,Cropping
Dairy cattle at June 30 (no.),2000,0,,Western Australia,Cropping
Lambs at 30 June (no.),2000,812,35,Western Australia,Cropping
Sheep flock at 30 June (no.),2000,2600,30,Western Australia,Cropping
Dairy cattle at June 30 (no.),2000,340,5,Western Australia,Dairy
Dairy cows at 30 June (no.),2000,194,6,Western Australia,Dairy
Beef bulls at 30 June (no.),2000,3,92,Western Australia,Mixed
Beef calves at 30 June (no.),2000,25,80,Western Australia,Mixed
Beef cows at 30 June (no.),2000,34,81,Western Australia,Mixed
Dairy cattle at June 30 (no.),2000,0,,Western Australia,Mixed
Lambs at 30 June (no.),2000,871,16,Western Australia,Mixed
Sheep flock at 30 June (no.),2000,3117,10,Western Australia,Mixed
Beef bulls at 30 June (no.),2000,4,67,Western Australia,Sheep
Beef calves at 30 June (no.),2000,38,65,Western Australia,Sheep
Beef cows at 30 June (no.),2000,79,76,Western Australia,Sheep
Dairy cattle at June 30 (no.),2000,0,,Western Australia,Sheep
Lambs at 30 June (no.),2000,1132,19,Western Australia,Sheep
Sheep flock at 30 June (no.),2000,4933,17,Western Australia,Sheep
Beef bulls at 30 June (no.),2000,11,44,Western Australia,Sheep-Beef
Beef calves at 30 June (no.),2000,111,35,Western Australia,Sheep-Beef
Beef cows at 30 June (no.),2000,140,23,Western Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2000,0,,Western Australia,Sheep-Beef
Lambs at 30 June (no.),2000,538,43,Western Australia,Sheep-Beef
Sheep flock at 30 June (no.),2000,2166,51,Western Australia,Sheep-Beef
Beef bulls at 30 June (no.),2001,4,9,New South Wales,All Broadacre
Beef calves at 30 June (no.),2001,55,10,New South Wales,All Broadacre
Beef cows at 30 June (no.),2001,90,7,New South Wales,All Broadacre
Dairy cattle at June 30 (no.),2001,0,,New South Wales,All Broadacre
Lambs at 30 June (no.),2001,432,9,New South Wales,All Broadacre
Sheep flock at 30 June (no.),2001,1663,7,New South Wales,All Broadacre
Beef bulls at 30 June (no.),2001,8,13,New South Wales,Beef
Beef calves at 30 June (no.),2001,87,21,New South Wales,Beef
Beef cows at 30 June (no.),2001,159,13,New South Wales,Beef
Dairy cattle at June 30 (no.),2001,0,,New South Wales,Beef
Lambs at 30 June (no.),2001,19,176,New South Wales,Beef
Sheep flock at 30 June (no.),2001,74,172,New South Wales,Beef
Beef bulls at 30 June (no.),2001,3,29,New South Wales,Cropping
Beef calves at 30 June (no.),2001,40,33,New South Wales,Cropping
Beef cows at 30 June (no.),2001,49,27,New South Wales,Cropping
Dairy cattle at June 30 (no.),2001,0,,New South Wales,Cropping
Lambs at 30 June (no.),2001,358,27,New South Wales,Cropping
Sheep flock at 30 June (no.),2001,1067,19,New South Wales,Cropping
Dairy cattle at June 30 (no.),2001,254,5,New South Wales,Dairy
Dairy cows at 30 June (no.),2001,150,5,New South Wales,Dairy
Beef bulls at 30 June (no.),2001,2,23,New South Wales,Mixed
Beef calves at 30 June (no.),2001,44,18,New South Wales,Mixed
Beef cows at 30 June (no.),2001,63,16,New South Wales,Mixed
Dairy cattle at June 30 (no.),2001,0,,New South Wales,Mixed
Lambs at 30 June (no.),2001,667,25,New South Wales,Mixed
Sheep flock at 30 June (no.),2001,2256,15,New South Wales,Mixed
Beef bulls at 30 June (no.),2001,1,28,New South Wales,Sheep
Beef calves at 30 June (no.),2001,15,26,New South Wales,Sheep
Beef cows at 30 June (no.),2001,30,21,New South Wales,Sheep
Dairy cattle at June 30 (no.),2001,0,,New South Wales,Sheep
Lambs at 30 June (no.),2001,670,16,New South Wales,Sheep
Sheep flock at 30 June (no.),2001,3079,13,New South Wales,Sheep
Beef bulls at 30 June (no.),2001,7,41,New South Wales,Sheep-Beef
Beef calves at 30 June (no.),2001,85,16,New South Wales,Sheep-Beef
Beef cows at 30 June (no.),2001,143,16,New South Wales,Sheep-Beef
Dairy cattle at June 30 (no.),2001,0,,New South Wales,Sheep-Beef
Lambs at 30 June (no.),2001,621,27,New South Wales,Sheep-Beef
Sheep flock at 30 June (no.),2001,2736,19,New South Wales,Sheep-Beef
Beef bulls at 30 June (no.),2001,253,9,Northern Territory,All Broadacre
Beef calves at 30 June (no.),2001,1828,7,Northern Territory,All Broadacre
Beef cows at 30 June (no.),2001,4354,11,Northern Territory,All Broadacre
Dairy cattle at June 30 (no.),2001,0,,Northern Territory,All Broadacre
Lambs at 30 June (no.),2001,0,,Northern Territory,All Broadacre
Sheep flock at 30 June (no.),2001,0,,Northern Territory,All Broadacre
Beef bulls at 30 June (no.),2001,253,9,Northern Territory,Beef
Beef calves at 30 June (no.),2001,1828,7,Northern Territory,Beef
Beef cows at 30 June (no.),2001,4354,11,Northern Territory,Beef
Dairy cattle at June 30 (no.),2001,0,,Northern Territory,Beef
Lambs at 30 June (no.),2001,0,,Northern Territory,Beef
Sheep flock at 30 June (no.),2001,0,,Northern Territory,Beef
Beef bulls at 30 June (no.),2001,21,21,Queensland,All Broadacre
Beef calves at 30 June (no.),2001,204,9,Queensland,All Broadacre
Beef cows at 30 June (no.),2001,363,8,Queensland,All Broadacre
Dairy cattle at June 30 (no.),2001,0,,Queensland,All Broadacre
Lambs at 30 June (no.),2001,172,17,Queensland,All Broadacre
Sheep flock at 30 June (no.),2001,1019,14,Queensland,All Broadacre
Beef bulls at 30 June (no.),2001,36,24,Queensland,Beef
Beef calves at 30 June (no.),2001,329,11,Queensland,Beef
Beef cows at 30 June (no.),2001,588,8,Queensland,Beef
Dairy cattle at June 30 (no.),2001,0,,Queensland,Beef
Lambs at 30 June (no.),2001,2,628,Queensland,Beef
Sheep flock at 30 June (no.),2001,21,212,Queensland,Beef
Beef bulls at 30 June (no.),2001,3,53,Queensland,Cropping
Beef calves at 30 June (no.),2001,23,42,Queensland,Cropping
Beef cows at 30 June (no.),2001,37,32,Queensland,Cropping
Dairy cattle at June 30 (no.),2001,0,,Queensland,Cropping
Lambs at 30 June (no.),2001,24,72,Queensland,Cropping
Sheep flock at 30 June (no.),2001,60,60,Queensland,Cropping
Dairy cattle at June 30 (no.),2001,195,7,Queensland,Dairy
Dairy cows at 30 June (no.),2001,122,7,Queensland,Dairy
Beef bulls at 30 June (no.),2001,6,28,Queensland,Mixed
Beef calves at 30 June (no.),2001,90,27,Queensland,Mixed
Beef cows at 30 June (no.),2001,136,30,Queensland,Mixed
Dairy cattle at June 30 (no.),2001,0,,Queensland,Mixed
Lambs at 30 June (no.),2001,12,66,Queensland,Mixed
